year,plant_id,plant_name_gen,operator_name_gen,operator_id_gen,net_generation_mwh,plant_name_cap,operator_name_cap,operator_id_cap,state,nameplate_mw,summer_mw,capacity_mwh,capacity_utilization,minimum_year
2002,52164,Mesa (ZPII),Enron Wind Systems LLC,27727,26258,Mesa Wind Developers (ZPII),Zond Systems Inc,27727,CA,10.4,10.4,91104,0.288220056,
2003,52164,Mesa (ZPII),Enron Wind Systems LLC,27727,26092,Mesa Wind Developers (ZPII),Zond Systems Inc,27727,CA,10.4,10.4,91104,0.286397963,
2004,52164,Mesa (ZPII),Enron Wind Systems LLC,27727,19230,Mesa (ZPII),Enron Wind Systems LLC,27727,CA,10.4,10.4,91104,0.21107745,
2005,52164,Mesa (ZPII),Enron Wind Systems LLC,27727,19965.001,Mesa (ZPII),Enron Wind Systems LLC,27727,CA,10.4,10.4,91104,0.219145164,
2001,50535,Mesa Wind Power Corp,Airstreams LLC,55761,41576,Mesa Wind Developers (ZPI),Zond Systems Inc,27727,CA,19.5,19.5,170820,0.243390704,1984
2002,50535,Mesa Wind Power Corp,Airstreams LLC,55761,47409,Mesa Wind Developers (ZPI),Zond Systems Inc,27727,CA,19.5,19.5,170820,0.277537759,1984
2003,50535,Mesa Wind Power Corp,Airstreams LLC,55761,46036,Mesa Wind Developers (ZPI),Zond Systems Inc,27727,CA,19.5,19.5,170820,0.269500059,1984
2004,50535,Mesa Wind Power Corp,Airstreams LLC,55761,35400,Mesa (ZPI),Enron Wind Systems LLC,27727,CA,19.5,19.5,170820,0.207235687,1984
2005,50535,Mesa Wind Power Corp,Airstreams LLC,55761,35809,Mesa (ZPI),Enron Wind Systems LLC,27727,CA,19.5,19.5,170820,0.20963002,1984
2006,50535,Mesa Wind Power Corp,Airstreams LLC,55761,19067,Mesa Wind Power Corp,Airstreams LLC,55761,CA,29.9,29.9,261924,0.072795926,1984
2007,50535,Mesa Wind Power Corp,Airstreams LLC,55761,58596.001,Mesa Wind Power Corp,Airstreams LLC,55761,CA,29.9,29.9,261924,0.223713753,1984
2008,50535,Mesa Wind Power Corp,Airstreams LLC,55761,51999,Mesa Wind Power Corp,Airstreams LLC,55761,CA,29.9,29.9,261924,0.198527054,1984
2009,50535,Mesa Wind Power Corp,Airstreams LLC,55761,52400,Mesa Wind Power Corp,Airstreams LLC,55761,CA,29.9,29.9,261924,0.200058032,1984
2010,50535,Mesa Wind Power Corp,Airstreams LLC,55761,53571,Mesa Wind Power Corp,Airstreams LLC,55761,CA,29.9,29.9,261924,0.204528795,1984
2011,50535,Mesa Wind Power Corp,Airstreams LLC,55761,52921,Mesa Wind Power Corp,Airstreams LLC,55761,CA,29.9,29.9,261924,0.202047159,1984
2012,50535,Mesa Wind Power Corp,Brookfield Energy Marketing LP,11556,44332,Mesa Wind Power Corp,Airstreams LLC,55761,CA,29.9,29.9,261924,0.169255204,1984
2013,50535,Mesa Wind Power Corp,Airstreams LLC,55761,29671,Mesa Wind Power Corp,Airstreams LLC,55761,CA,29.9,29.9,261924,0.113280952,1984
2014,50535,Mesa Wind Power Corp,Brookfield Energy Marketing LP,11556,5007,Mesa Wind Power Corp,Brookfield Energy Marketing LP,11556,CA,29.9,29.9,261924,0.019116232,1984
2015,50535,Mesa Wind Power Corp,Brookfield Energy Marketing LP,11556,9308,Mesa Wind Power Corp,Brookfield Energy Marketing LP,11556,CA,29.9,29.9,261924,0.035537026,1984
2001,50363,Mesquite Resource Recovery Project,GreenHunter Energy Inc,55960,0,Mesquite Resource Recovery,Chateau Energy Inc,3401,CA,21,19.53,171082.8,0,1987
2005,55393,Metcalf Energy Center,Calpine Corp,2799,2020895,Metcalf Energy Center,Calpine Corp,2799,CA,635,546.1,4783836,0.422442366,2005
2006,55393,Metcalf Energy Center,Calpine Corp,2799,2370154,Metcalf Energy Center,Calpine Corp,2799,CA,635,546.1,4783836,0.495450513,2005
2007,55393,Metcalf Energy Center,Calpine Corp,2799,2935887,Metcalf Energy Center,Calpine Corp,2799,CA,635,546.1,4783836,0.613709793,2005
2008,55393,Metcalf Energy Center,Calpine Corp -Metcalf Energy Center,2799,3152211,Metcalf Energy Center,Calpine Corp,2799,CA,635,546.1,4783836,0.65892957,2005
2009,55393,Metcalf Energy Center,Calpine Corp,2799,2778697,Metcalf Energy Center,Calpine Corp,2799,CA,635,546.1,4783836,0.580851225,2005
2010,55393,Metcalf Energy Center,Calpine Corp,2799,2612896,Metcalf Energy Center,Calpine Corp,2799,CA,635,546.1,4783836,0.546192637,2005
2011,55393,Metcalf Energy Center,Calpine Corp - Metcalf Energy Center,2799,1598378,Metcalf Energy Center,Calpine Corp -Metcalf Energy Center,2799,CA,635,546.1,4783836,0.334120568,2005
2012,55393,Metcalf Energy Center,Calpine Corp - Metcalf Energy Center,2799,2801457,Metcalf Energy Center,Calpine Corp - Metcalf Energy Center,2799,CA,635,546.1,4783836,0.585608913,2005
2013,55393,Metcalf Energy Center,Calpine Corp - Metcalf Energy Center,2799,3131656,Metcalf Energy Center,Calpine Corp - Metcalf Energy Center,2799,CA,635,546.1,4783836,0.654632809,2005
2014,55393,Metcalf Energy Center,Calpine Corp - Metcalf Energy Center,2799,2461413,Metcalf Energy Center,Calpine Corp - Metcalf Energy Center,2799,CA,635,546.1,4783836,0.514527045,2005
2015,55393,Metcalf Energy Center,Calpine Corp - Metcalf Energy Center,2799,3171068,Metcalf Energy Center,Calpine Corp - Metcalf Energy Center,2799,CA,635,546.1,4783836,0.662871386,2005
2010,57313,Metro Support Services Center Solar,Los Angeles Department of Water & Power,11208,0,Metro Support Services Center Solar,Los Angeles Department of Water & Power,11208,CA,1.2,1.2,10512,0,2005
2011,57313,Metro Support Services Center Solar,Los Angeles Department of Water & Power,11208,1471,Metro Support Services Center Solar,Los Angeles Department of Water & Power,11208,CA,1.2,1.2,10512,0.139935312,2005
2012,57313,Metro Support Services Center Solar,Los Angeles Department of Water & Power,11208,1330,Metro Support Services Center Solar,Los Angeles Department of Water & Power,11208,CA,1.2,1.2,10512,0.12652207,2005
2013,57313,Metro Support Services Center Solar,Los Angeles Department of Water & Power,11208,1325,Metro Support Services Center Solar,Los Angeles Department of Water & Power,11208,CA,1.2,1.2,10512,0.126046423,2005
2014,57313,Metro Support Services Center Solar,Los Angeles Department of Water & Power,11208,1667,Metro Support Services Center Solar,Los Angeles Department of Water & Power,11208,CA,1.2,1.2,10512,0.15858067,2005
2015,57313,Metro Support Services Center Solar,Los Angeles Department of Water & Power,11208,1638,Metro Support Services Center Solar,Los Angeles Department of Water & Power,11208,CA,1.2,1.2,10512,0.155821918,2005
2003,56170,Mid Valley Landfill,Fortistar Methane Group,56115,8915,Mid Valley Landfill,NM Mid Valley Genco LLC,49813,CA,2.6,2.54,22250.4,0.400666954,2003
2004,56170,Mid Valley Landfill,Fortistar Methane Group,56115,13356,Mid Valley Landfill,Algonquin-Cambrian Pacific GenLLC,50084,CA,2.6,2.54,22250.4,0.600258872,2003
2005,56170,Mid Valley Landfill,Fortistar Methane Group,56115,11767,Mid Valley Landfill,Algonquin-Cambrian Pacific GenLLC,50084,CA,2.6,2.54,22250.4,0.528844425,2003
2006,56170,Mid Valley Landfill,Fortistar Methane Group,56115,12173,Mid Valley Landfill,Algonquin-Cambrian Pacific GenLLC,50084,CA,2.6,2.54,22250.4,0.547091288,2003
2007,56170,Mid Valley Landfill,Fortistar Methane Group,56115,11772,Mid Valley Landfill,Fortistar Methane Group,56115,CA,2.6,2.6,22776,0.516859852,2003
2009,56170,Mid Valley Landfill,Fortistar Methane Group,56115,13415,Mid Valley Landfill,Fortistar Methane Group,56115,CA,2.6,2.6,22776,0.58899719,2003
2010,56170,Mid Valley Landfill,Fortistar Methane Group,56115,13314,Mid Valley Landfill,Fortistar Methane Group,56115,CA,2.6,2.6,22776,0.584562698,2003
2008,56170,Mid Valley Plant,MM Mid Valley Genco LLC,57253,13048,Mid Valley Landfill,Fortistar Methane Group,56115,CA,2.6,2.6,22776,0.572883737,2003
2011,56170,Mid Valley Plant,MM Mid Valley Genco LLC,57253,13097,Mid Valley Plant,MM Mid Valley Genco LLC,57253,CA,2.6,2.6,22776,0.575035125,2003
2012,56170,Mid Valley Plant,MM Mid Valley Genco LLC,57253,14028,Mid Valley Plant,MM Mid Valley Genco LLC,57253,CA,2.6,2.6,22776,0.615911486,2003
2013,56170,Mid Valley Plant,MM Mid Valley Genco LLC,57253,11574,Mid Valley Plant,MM Mid Valley Genco LLC,57253,CA,2.6,2.6,22776,0.508166491,2003
2014,56170,Mid Valley Plant,MM Mid Valley Genco LLC,57253,9758,Mid Valley Plant,MM Mid Valley Genco LLC,57253,CA,2.6,2.6,22776,0.428433439,2003
2015,56170,Mid Valley Plant,MM Mid Valley Genco LLC,57253,11804,Mid Valley Plant,MM Mid Valley Genco LLC,57253,CA,2.6,2.6,22776,0.51826484,2003
2001,425,Middle Fork,Placer County Water Agency,15127,300980,Middle Fork,Placer County Water Agency,15127,CA,116.1,132,1156320,0.260291269,1966
2002,425,Middle Fork,Placer County Water Agency,15127,305784,Middle Fork,Placer County Water Agency,15127,CA,116.1,132,1156320,0.264445828,1966
2003,425,Middle Fork,Placer County Water Agency,15127,532171,Middle Fork,Placer County Water Agency,15127,CA,116.1,133,1165080,0.456767776,1966
2004,425,Middle Fork,Placer County Water Agency,15127,506688,Middle Fork,Placer County Water Agency,15127,CA,116.1,133,1165080,0.434895458,1966
2005,425,Middle Fork,Placer County Water Agency,15127,555549,Middle Fork,Placer County Water Agency,15127,CA,116.1,133,1165080,0.476833351,1966
2006,425,Middle Fork,Placer County Water Agency,15127,837066,Middle Fork,Placer County Water Agency,15127,CA,116.1,133,1165080,0.718462252,1966
2007,425,Middle Fork,Placer County Water Agency,15127,255360,Middle Fork,Placer County Water Agency,15127,CA,116.1,122,1068720,0.23894004,1966
2008,425,Middle Fork,Placer County Water Agency,15127,303005,Middle Fork,Placer County Water Agency,15127,CA,116.1,122,1068720,0.283521409,1966
2009,425,Middle Fork,Placer County Water Agency,15127,488099,Middle Fork,Placer County Water Agency,15127,CA,116.1,122,1068720,0.456713639,1966
2010,425,Middle Fork,Placer County Water Agency,15127,545513,Middle Fork,Placer County Water Agency,15127,CA,116.1,122,1068720,0.510435848,1966
2011,425,Middle Fork,Placer County Water Agency,15127,780761,Middle Fork,Placer County Water Agency,15127,CA,116.1,122,1068720,0.730557115,1966
2012,425,Middle Fork,Placer County Water Agency,15127,446134,Middle Fork,Placer County Water Agency,15127,CA,116.1,122,1068720,0.417447039,1966
2013,425,Middle Fork,Placer County Water Agency,15127,327117,Middle Fork,Placer County Water Agency,15127,CA,116.1,122,1068720,0.306082978,1966
2014,425,Middle Fork,Placer County Water Agency,15127,270448,Middle Fork,Placer County Water Agency,15127,CA,116.1,122,1068720,0.253057864,1966
2015,425,Middle Fork,Placer County Water Agency,15127,159653,Middle Fork,Placer County Water Agency,15127,CA,116.1,122,1068720,0.149387117,1966
2001,401,Middle Gorge,Los Angeles City of,11208,62992,Middle Gorge,Los Angeles City of,11208,CA,37.5,38,332880,0.189233357,1952
2002,401,Middle Gorge,Los Angeles City of,11208,79017,Middle Gorge,Los Angeles City of,11208,CA,37.5,38,332880,0.237373828,1952
2003,401,Middle Gorge,Los Angeles City of,11208,75604,Middle Gorge,Los Angeles City of,11208,CA,37.5,38,332880,0.227120884,1952
2004,401,Middle Gorge,Los Angeles City of,11208,52163.001,Middle Gorge,Los Angeles City of,11208,CA,37.5,38,332880,0.156702118,1952
2005,401,Middle Gorge,Los Angeles City of,11208,112771.999,Middle Gorge,Los Angeles City of,11208,CA,37.5,38,332880,0.338776733,1952
2006,401,Middle Gorge,Los Angeles City of,11208,139860.997,Middle Gorge,Los Angeles City of,11208,CA,37.5,38,332880,0.420154401,1952
2007,401,Middle Gorge,Los Angeles City of,11208,68681.999,Middle Gorge,Los Angeles City of,11208,CA,37.5,38,332880,0.206326601,1952
2008,401,Middle Gorge,Los Angeles Department of Water & Power,11208,69848,Middle Gorge,Los Angeles City of,11208,CA,37.5,37.5,328500,0.212627093,1952
2009,401,Middle Gorge,Los Angeles City of,11208,52300,Middle Gorge,Los Angeles City of,11208,CA,37.5,37.5,328500,0.159208524,1952
2010,401,Middle Gorge,Los Angeles Department of Water & Power,11208,101479,Middle Gorge,Los Angeles Department of Water & Power,11208,CA,37.5,37.5,328500,0.308916286,1952
2011,401,Middle Gorge,Los Angeles Department of Water & Power,11208,99134,Middle Gorge,Los Angeles Department of Water & Power,11208,CA,37.5,37.5,328500,0.301777778,1952
2012,401,Middle Gorge,Los Angeles Department of Water & Power,11208,79441,Middle Gorge,Los Angeles Department of Water & Power,11208,CA,37.5,37.5,328500,0.241829528,1952
2013,401,Middle Gorge,Los Angeles Department of Water & Power,11208,37345,Middle Gorge,Los Angeles Department of Water & Power,11208,CA,37.5,37.5,328500,0.113683409,1952
2014,401,Middle Gorge,Los Angeles Department of Water & Power,11208,22082,Middle Gorge,Los Angeles Department of Water & Power,11208,CA,37.5,37.5,328500,0.0672207,1952
2015,401,Middle Gorge,Los Angeles Department of Water & Power,11208,278,Middle Gorge,Los Angeles Department of Water & Power,11208,CA,37.5,37.5,328500,0.000846271,1952
2001,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,297737.999,Mid Set Cogen,Mid Set Cogeneration Co,12449,CA,39.1,35,306600,0.971095887,1989
2002,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,308385.999,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,35,306600,1.005825176,1989
2003,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,307180.999,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,35,306600,1.001894974,1989
2004,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,312947.321,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,35,306600,1.020702286,1989
2005,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,293116.042,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,35,306600,0.956021011,1989
2006,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,283139.639,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,36,315360,0.897829906,1989
2007,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,298577.999,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,36,315360,0.946784624,1989
2008,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,294821,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,36,315360,0.934871258,1989
2009,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,298899,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,36,315360,0.947802511,1989
2010,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,289387,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,36,315360,0.917640157,1989
2011,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,298666,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,36,315360,0.947063673,1989
2012,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,273074,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,36,315360,0.865911974,1989
2013,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,294634,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,36,315360,0.934278285,1989
2014,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,301131,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,36,315360,0.954880137,1989
2015,10501,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,287059,Mid-Set Cogeneration,Mid Set Cogeneration Co,12449,CA,39.1,36,315360,0.910258118,1989
2012,56639,Midway Peaking LLC,"Calpeak Operating Services, LLC",59527,29814,Starwood Power Project,Starwood Power Midway LLC,55892,CA,139.8,103,902280,0.033042958,2009
2013,56639,Midway Peaking LLC,Midway Peaking  LLC,55892,40874,Midway Peaking LLC,Midway Peaking  LLC,55892,CA,139.8,103,902280,0.045300794,2009
2014,56639,Midway Peaking LLC,"Calpeak Operating Services, LLC",59527,40932,Midway Peaking LLC,"Calpeak Operating Services, LLC",59527,CA,139.8,118.5,1038060,0.039431247,2009
2015,56639,Midway Peaking LLC,"Calpeak Operating Services, LLC",59527,85564,Midway Peaking LLC,"Calpeak Operating Services, LLC",59527,CA,139.8,111.2,974112,0.087837949,2009
2001,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1881741.12,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,0.980870457,1989
2002,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1952021.82,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,1.017504754,1989
2003,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1936576.86,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,1.009453963,1989
2004,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1934226,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,1.008228561,1989
2005,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1849406.02,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,0.964015565,1989
2006,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1931907.32,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,1.007019933,1989
2007,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1867337.08,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,0.973362253,1989
2008,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1933275,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,1.007732845,1989
2009,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1908797,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,0.99497352,1989
2010,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1812354,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,0.944701945,1989
2011,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1384549,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,0.721705657,1989
2012,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1373355,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,0.715870707,1989
2013,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1341230,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,0.699125331,1989
2014,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1174070,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,0.611992035,1989
2015,52169,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,1049474,Midway Sunset Cogen,Midway-Sunset Cogeneration Co,12687,CA,234,219,1918440,0.547045516,1989
2001,7147,Mill Creek 3,Southern California Edison Co,17609,5847,Mill Creek 3,Southern California Edison Co,17609,CA,3,2.4,21024,0.278110731,1903
2002,7147,Mill Creek 3,Southern California Edison Co,17609,4254,Mill Creek 3,Southern California Edison Co,17609,CA,3,2.4,21024,0.202340183,1903
2003,7147,Mill Creek 3,Southern California Edison Co,17609,10879,Mill Creek 3,Southern California Edison Co,17609,CA,3,2.4,21024,0.51745624,1903
2004,7147,Mill Creek 3,Southern California Edison Co,17609,9118.999,Mill Creek 3,Southern California Edison Co,17609,CA,3,2.4,21024,0.433742342,1903
2005,7147,Mill Creek 3,Southern California Edison Co,17609,12696,Mill Creek 3,Southern California Edison Co,17609,CA,3,2.4,21024,0.603881279,1903
2006,7147,Mill Creek 3,Southern California Edison Co,17609,13507.998,Mill Creek 3,Southern California Edison Co,17609,CA,3,2.4,21024,0.64250371,1903
2007,7147,Mill Creek 3,Southern California Edison Co,17609,6866.001,Mill Creek 3,Southern California Edison Co,17609,CA,3,2.4,21024,0.326579195,1903
2008,7147,Mill Creek 3,Southern California Edison Co,17609,10731,Mill Creek 3,Southern California Edison Co,17609,CA,3,2.4,21024,0.510416667,1903
2009,7147,Mill Creek 3,Southern California Edison Co,17609,7461,Mill Creek 3,Southern California Edison Co,17609,CA,3,2.4,21024,0.354880137,1903
2010,7147,Mill Creek 3,Southern California Edison Co,17609,10960,Mill Creek 3,Southern California Edison Co,17609,CA,3,2.4,21024,0.52130898,1903
2011,7147,Mill Creek 3,Southern California Edison Co,17609,12606,Mill Creek 3,Southern California Edison Co,17609,CA,3,2.4,21024,0.599600457,1903
2012,7147,Mill Creek 3,Southern California Edison Co,17609,7393,Mill Creek 3,Southern California Edison Co,17609,CA,3,3,26280,0.281316591,1903
2013,7147,Mill Creek 3,Southern California Edison Co,17609,5810,Mill Creek 3,Southern California Edison Co,17609,CA,3,3,26280,0.22108067,1903
2014,7147,Mill Creek 3,Southern California Edison Co,17609,4905,Mill Creek 3,Southern California Edison Co,17609,CA,3,3,26280,0.186643836,1903
2015,7147,Mill Creek 3,Southern California Edison Co,17609,4966,Mill Creek 3,Southern California Edison Co,17609,CA,3,3,26280,0.188964992,1903
2012,58056,MillerCoors Irwindale Brewery,MillerCoors Irwindale Brewery,57435,41376,MillerCoors Irwindale Brewery,MillerCoors Irwindale Brewery,57435,CA,11.4,9.2,80592,0.513400834,2002
2013,58056,MillerCoors Irwindale Brewery,MillerCoors Irwindale Brewery,57435,24179,MillerCoors Irwindale Brewery,MillerCoors Irwindale Brewery,57435,CA,11.4,9.2,80592,0.300017371,2002
2014,58056,MillerCoors Irwindale Brewery,MillerCoors Irwindale Brewery,57435,26573,MillerCoors Irwindale Brewery,MillerCoors Irwindale Brewery,57435,CA,11.4,9.4,82344,0.32270718,2002
2015,58056,MillerCoors Irwindale Brewery,MillerCoors Irwindale Brewery,57435,26514,MillerCoors Irwindale Brewery,MillerCoors Irwindale Brewery,57435,CA,13.9,11.9,104244,0.254345574,2002
2003,56171,Milliken Landfill,Fortistar Methane Group,56115,4331,Milliken Landfill,NM Milliken Genco LLC,49814,CA,2.2,2.14,18746.4,0.231031025,
2004,56171,Milliken Landfill,Fortistar Methane Group,56115,12252.996,Milliken Landfill,Algonquin-Cambrian Pacific GenLLC,50084,CA,2.2,2.14,18746.4,0.653618615,
2005,56171,Milliken Landfill,Fortistar Methane Group,56115,11432.001,Milliken Landfill,Algonquin-Cambrian Pacific GenLLC,50084,CA,2.2,2.14,18746.4,0.609823806,
2006,56171,Milliken Landfill,Fortistar Methane Group,56115,11869,Milliken Landfill,Algonquin-Cambrian Pacific GenLLC,50084,CA,2.2,2.14,18746.4,0.633134895,
2007,56171,Milliken Landfill,Fortistar Methane Group,56115,9289.998,Milliken Landfill,Fortistar Methane Group,56115,CA,2.2,2.2,19272,0.482046389,
2009,56171,Milliken Landfill,Fortistar Methane Group,56115,12542,Milliken Landfill,Fortistar Methane Group,56115,CA,2.2,2.2,19272,0.650788709,
2010,56171,Milliken Landfill,Fortistar Methane Group,56115,11703,Milliken Landfill,Fortistar Methane Group,56115,CA,2.2,2.2,19272,0.607254047,
2008,56171,Milliken Plant,MM Milliken Genco LLC,57254,9030,Milliken Landfill,Fortistar Methane Group,56115,CA,2.2,2.2,19272,0.468555417,
2011,56171,Milliken Plant,MM Milliken Genco LLC,57254,11583,Milliken Plant,MM Milliken Genco LLC,57254,CA,2.2,2.2,19272,0.601027397,
2012,56171,Milliken Plant,MM Milliken Genco LLC,57254,11616,Milliken Plant,MM Milliken Genco LLC,57254,CA,2.2,2.2,19272,0.602739726,
2013,56171,Milliken Plant,MM Milliken Genco LLC,57254,9868,Milliken Plant,MM Milliken Genco LLC,57254,CA,2.2,2.2,19272,0.51203819,
2014,56171,Milliken Plant,MM Milliken Genco LLC,57254,2086,Milliken Plant,MM Milliken Genco LLC,57254,CA,2.2,2.2,19272,0.108239934,
2013,58698,Mira Loma,Costco Wholesale,58622,4138,Mira Loma,Costco Wholesale,58622,CA,3,3,26280,0.157458143,2011
2014,58698,Mira Loma,Costco Wholesale,58622,4343,Mira Loma,Costco Wholesale,58622,CA,3,3,26280,0.165258752,2011
2015,58698,Mira Loma,Costco Wholesale,58622,3474,Mira Loma,Costco Wholesale,58622,CA,3,3,26280,0.132191781,2011
2011,56473,Mira Loma Peaker,Southern California Edison Co,17609,4970,Mira Loma Peaker Generating Station,Southern California Edison Co,17609,CA,49.8,49,429240,0.011578604,2007
2012,56473,Mira Loma Peaker,Southern California Edison Co,17609,21455,Mira Loma Peaker,Southern California Edison Co,17609,CA,49.8,49,429240,0.049983692,2007
2013,56473,Mira Loma Peaker,Southern California Edison Co,17609,15165,Mira Loma Peaker,Southern California Edison Co,17609,CA,49.8,49,429240,0.035329885,2007
2014,56473,Mira Loma Peaker,Southern California Edison Co,17609,16530,Mira Loma Peaker,Southern California Edison Co,17609,CA,49.8,49,429240,0.038509925,2007
2015,56473,Mira Loma Peaker,Southern California Edison Co,17609,25551,Mira Loma Peaker,Southern California Edison Co,17609,CA,49.8,49,429240,0.059526139,2007
2008,56473,Mira Loma Peaker Generating Station,Southern California Edison Co,17609,4451,Mira Loma Substation,Southern California Edison Co,17609,CA,49.8,46,402960,0.011045761,2007
2010,56473,Mira Loma Peaker Generating Unit,Southern California Edison Co,17609,4773,Mira Loma Peaker Generating Unit,Southern California Edison Co,17609,CA,49.8,46,402960,0.011844848,2007
2007,56473,Mira Loma Substation,Southern California Edison Co,17609,7388,Mira Loma Substation,Southern California Edison Co,17609,CA,49.8,46,402960,0.018334326,2007
2009,56473,Mira Loma Substation,Southern California Edison Co,17609,2001,Mira Loma Substation,Southern California Edison Co,17609,CA,49.8,46,402960,0.004965753,2007
2001,305,Miramar,NRG Cabrillo Power Ops Inc,13960,30274,Miramar,NRG Cabrillo Power Ops Inc,13960,CA,38,33,289080,0.104725336,1972
2002,305,Miramar,NRG Cabrillo Power Ops Inc,13960,3960,Miramar,NRG Cabrillo Power Ops Inc,13960,CA,38,33,289080,0.01369863,1972
2003,305,Miramar,NRG Cabrillo Power Ops Inc,13960,4593,Miramar,NRG Cabrillo Power Ops Inc,13960,CA,38,33,289080,0.015888335,1972
2004,305,Miramar,NRG Cabrillo Power Ops Inc,13960,5643.001,Miramar,NRG Cabrillo Power Ops Inc,13960,CA,38,33,289080,0.019520551,1972
2005,56232,Miramar,San Diego Gas & Electric Co,16609,4715.001,Miramar,San Diego Gas & Electric Co,16609,CA,53,47,411720,0.01145196,2005
2005,305,Miramar,NRG Cabrillo Power Ops Inc,13960,2748,Miramar,NRG Cabrillo Power Ops Inc,13960,CA,38,33,289080,0.009506019,1972
2006,56232,Miramar,San Diego Gas & Electric Co,16609,7084.998,Miramar,San Diego Gas & Electric Co,16609,CA,53,47,411720,0.017208292,2005
2006,305,Miramar,NRG Cabrillo Power Ops Inc,13960,2183.002,Miramar,NRG Cabrillo Power Ops Inc,13960,CA,38,33,289080,0.00755155,1972
2007,56232,Miramar,San Diego Gas & Electric Co,16609,7837,Miramar,San Diego Gas & Electric Co,16609,CA,53,47,411720,0.019034781,2005
2007,305,Miramar,NRG Cabrillo Power Ops Inc,13960,3626,Miramar,NRG Cabrillo Power Ops Inc,13960,CA,38,36,315360,0.011497971,1972
